Index,संस्कृतम्,हिन्दी अर्ध,English Meaning,word,sandhied_word,kaaraka_sambandha,hindi_meaning
,,,,कृतकृत्यः,कृतकृत्यः,"विशेषणम्,8.1",कृतकृत्य
,,,,तदा,तदा,"कालाधिकरणम्,10.1",तब
,आदेशात्,आदेश से,decree,रामः,रामः,"कर्ता,10.1;कर्ता,1.1",राम_ने
,,,,विज्वरः,विज्वरः,"विशेषणम्,8.1",ज्वर_से_मुक्त
,,,,प्रमुमोद,प्रमुमोद,"अभिहित_कर्ता,8.1;सकर्मक",प्र_मुद्1या
,राज्यम्,राज्य,for the kingdom,ह,ह,"सम्बन्धः,10.1",ह
,,,,.,.,-,-
,,,,देवताभ्यः,देवताभ्यः,"अपादानम्,3.1",देवताओं_से
,रामः,राम,Rama (the son of Dasharatha),वरम्,वरं,"कर्म,3.1",श्रेष्ठ
,,,,प्राप्य,प्राप्य,"समुच्चितः,4.1",प्राप्त_हो_कर
,,,,समुत्थाप्य,समुत्थाप्य,"पूर्वकालः,8.1",खडा_करके
,महा-बलः,महान् बली,very powerful,च,च,"समुच्चय_द्योतकः,4.1",च2
,,,,वानरान्,वानरान्,"कर्म,4.1",बन्दर
,,,,अयोध्याम्,अयोध्यां,"कर्म,8.1",अयोध्या
,,,,प्रस्थितः,प्रस्थितः,-,आगे_बढा_हुआ
,पादुके,पादुका,pair of wooden sandals,रामः,रामः,"कर्ता,8.1;कर्ता,4.1",राम
,,,,पुष्पकेण,पुष्पकेण,"करणम्,8.1",पुष्पक_से
,,,,सुहृद्-,सुहृद्-वृतः,"तृतीया-तत्पुरुषः,11.2",सुहृद्-
,च,भी,too,वृतः,--,"विशेषणम्,9.1",छिपाया_गये_के
,,,,.,.,-,-
,,,,भरद्वाज-,भरद्वाज-आश्रमं,"षष्ठी-तत्पुरुषः,1.2",भरद्वाज-
,अस्य,अस्य,his,आश्रमम्,--,"कर्म,2.1",आश्रम
,,,,गत्वा,गत्वा,"पूर्वकालः,9.1",जा_कर
,,,,आरामः,आरामः,"विशेषणम्,7.1",आराम
,राज्याय,राज्य के लिए,to rule over the kingdom,सत्य-,सत्य-पराक्रमः,"षष्ठी-बहुव्रीहिः,4.2",सत्य-
,,,,पराक्रमः,--,"विशेषणम्,7.1",पराक्रम
,,,,भरतस्य,भरतस्य,"षष्ठीसम्बन्धः,6.1",भरत_के
,न्यासम्,धरोहर,(as his)representative,अन्तिके,अन्तिके,"अधिकरणम्,9.1",समीप_में
,,,,रामः,रामः,"कर्ता,9.1;कर्ता,2.1",राम
,,,,हनूमन्तम्,हनूमन्तं,"कर्म,9.1",हनुमान्
,दत्वा,देकर,handing over,व्यसर्जयत्,व्यसर्जयत्,"अभिहित_कर्ता,7.1;सकर्मक",आया
,,,,.,.,-,-
,,,,पुनः,पुनः,"क्रियाविशेषणम्,3.1",फिर
,पुनः,पुनः,repeatedly,आख्यायिकाम्,आख्यायिकां,"कर्म,3.1",
,,,,जल्पन्,जल्पन्,"कर्ता,10.1;कर्ता,8.1",बोलता_हुआ
,,,,सुग्रीव-,सुग्रीव-सहितः,"तृतीया-तत्पुरुषः,4.2",सुग्रीव-
,पुनः,पुनः,repeatedly,सहितः,--,"सहार्थः,3.1",साथ
,,,,तदा,तदा,"कालाधिकरणम्,3.1",तब
,,,,पुष्पकम्,पुष्पकं,"कर्म,8.1",पुष्पक_को
,37,37,37,तत्,तत्,"विशेषणम्,6.1",उस
,,,,समारुह्य,समारुह्य,"पूर्वकालः,10.1",सम्_आङ्_रुह्1_कर
,,,,नन्दि-,नन्दि-ग्रामं,"कर्मधारय,9.2",नन्दि-
8.1.A,नि-वर्तयामास,लौटाया,persuaded (him) to return,ग्रामम्,--,"कर्म,10.1",ग्राम_को
,,,,ययौ,ययौ,"अभिहित_कर्ता,3.1;सकर्मक",गया
,,,,तदा,तदा,"कालाधिकरणम्,10.1",तब
,,,,.,.,-,-
,ततः,ततः,from there,नन्दि-,नन्दि-ग्रामे,"कर्मधारय,1.2",नन्दि-
,,,,ग्रामे,--,"अधिकरणम्,3.1",गाँव_में
,,,,जटाम्,जटां,"कर्म,3.1",जटा
,भरतं,भरत को,Bharata,हित्वा,हित्वा,"पूर्वकालः,12.1",त्याग_कर
,,,,भ्रातृभिः,भ्रातृभिः,"सहार्थः,3.1",भाइयों_से
,,,,सहितः,सहितः,"सहार्थ_द्योतकः,4.1",साथ
,भरताग्रजः,भरत के अग्रज,the elder brother of Bharata,अनघः,अनघः,"विशेषणम्,7.1",विष्णु
,,,,रामः,रामः,"कर्ता,12.1;कर्ता,9.1;कर्ता,3.1",राम_ने
,,,,सीताम्,सीताम्,"कर्म,9.1",सीता_को
,सः,वह (भरत),he(Bharata),अनुप्राप्य,अनुप्राप्य,"पूर्वकालः,12.1",प्राप्त_करके
,,,,राज्यम्,राज्यं,"कर्म,12.1",राज्य
,,,,पुनः,पुनः,"क्रियाविशेषणम्,12.1",फिर
,कामम्,मनोरथ को,(his)ambition,अवाप्तवान्,अवाप्तवान्,-,पाया
,,,,.,.,-,-
,,,,प्रहृष्ट-,प्रहृष्ट-मुदितः,"कर्मधारयः,1.2",
,अनवाप्य,न प्राप्त कर,without realizing,मुदितः,--,"विशेषणम्,2.1",मुदित
,,,,लोकः,लोकः,"कर्ता,11.1",लोक
,,,,तुष्टः,तुष्टः,"विधेय_विशेषणम्,2.1",प्रसन्न
,एव,ही,alone,पुष्टः,पुष्टः,"समुच्चितः,3.1",पुष्ट
,,,,सु-,सु-धार्मिकः,"कर्मधारयः,5.2",सु-
,,,,धार्मिकः,--,"समुच्चितः,3.1",धार्मिक
,राम-पादौ,राम के चरण को,the feet (of shri Rama),निर्-,निर्-आमयः,"बहुव्रीहिः,6.2",निर्-
,,,,आमयः,--,"समुच्चितः,3.1",रोग
,,,,हि,हि,"सम्बन्धः,11.1",हि
,,,,अ-,अ-रोगः,"नञ्-तत्पुरुषः,8.2",अ-
,उप-स्पृशन्,नमस्कार करते हुऐ,by touching,रोगः,--,"समुच्चितः,3.1",रोग
,,,,च,च,"समुच्चय_द्योतकः,3.1",और
,,,,दुर्-,दुर्-भिक्ष-भय-वर्जितः,"अव्ययीभावः,10.2",दुर्-
,,,,भिक्ष-,--,"षष्ठी-तत्पुरुषः,10.3",भिक्ष-
,38,38,38,भय-,--,"तृतीया-तत्पुरुषः,10.4",भय-
,,,,वर्जितः,--,"समुच्चितः,3.1",वर्जित
,,,,(भविष्यति),(भविष्यति),"अभिहित_कर्ता,3.1",होगा
9.1.A,नन्दि-ग्रामे,नन्दिग्राम नामक स्थान में,at Nandigrama,.,.,-,-
,,,,न,न,"प्रतिषेधः,4.1",नहीं
,,,,पुत्र-,पुत्र-मरणं,"षष्ठी-तत्पुरुषः,2.2",पुत्र-
,,,,मरणम्,--,"कर्म,4.1",मरण
,अकरोत्,किया,did,केचित्,केचित्,"विशेषणम्,5.1",कोई
,,,,द्रक्ष्यन्ति,द्रक्ष्यन्ति,"अभिहित_कर्ता,5.1;सकर्मक",देखेंगे
,,,,पुरुषाः,पुरुषाः,"कर्ता,4.1",पुरुष
,राज्यम्,राज्य,for the kingdom,क्वचित्,क्वचित्,"सम्बन्धः,4.1",कहीं
,,,,.,.,-,-
,,,,नार्यः,नार्यः,"कर्ता,5.1",नारियाँ
,राम-गमन-काङ्क्षया,राम के आने की अभिलाषा से,longing for the return of shri Rama,च,च,"सम्बन्धः,1.1",च2
,,,,अविधवाः,अविधवाः,"विधेय_विशेषणम्,1.1",सुहागनें
,,,,नित्यम्,नित्यं,"क्रियाविशेषणम्,5.1",नित्य
,,,,भविष्यन्ति,भविष्यन्ति,"अभिहित_कर्ता,1.1",होंगी
,,,,पति-,पति-व्रताः,"बहुव्रीहिः,6.2",पति-
,गते,चले जाने पर,having proceeded,व्रताः,--,"विशेषणम्,1.1",व्रता
,,,,.,.,-,-
,,,,न,न,"प्रतिषेधः,6.1",नहीं
,तु,किन्तु,but,च,च,"सम्बन्धः,1.1",और
,,,,अग्नि-,अग्नि-जम्,"उपपद-तत्पुरुषः,3.2",अग्नि-
,,,,जम्,--,"विशेषणम्,4.1",
,भरते,भरत,Bharata,भयम्,भयम्,"कर्ता,6.1",भय
,,,,किञ्चित्,किञ्चित्,"विशेषणम्,4.1",कुछ
,,,,(भविष्यति),(भविष्यति),"अभिहित_कर्ता,4.1",होगा
,श्रीमान्,श्रीसम्पन्न,the glorious,.,.,-,-
,,,,न,न,"प्रतिषेधः,3.1",नहीं
,,,,अप्सु,अप्सु,"अधिकरणम्,3.1",पानी_में
,सत्य-सन्धः,सत्यप्रतिज्ञ,of unfailing vow,मज्जन्ति,मज्जन्ति,"अभिहित_कर्ता,4.1",स्नान_करते_हैं
,,,,जन्तवः,जन्तवः,"कर्ता,3.1",जन्तु
,,,,.,.,-,-
,,,,,,,
